Year,IDCENSUS,NAME,CONUM,CSA,CBSA,NCESID,ENROLL,TOTALREV,TFEDREV,FEDRCOMP,FEDRSPEC,FEDRNUTR,FEDROTHR,TSTREV,STRFORM,STRSPEC,STRTRANS,STROTHR,TLOCREV,LOCRTAX,LOCRPROP,LOCRPAR,LOCRCICO,LOCROSCH,LOCRCHAR,LOCROTHR,TOTALEXP,TCURSPND,TSALWAGE,TEMPBENE,TCURINST,TCURISAL,TCURIBEN,TCURSSVC,TCURSPUP,TCURSSTA,TCURSGEN,TCURSSCH,TCURSOTH,TCURONON,TCAPOUT,TPAYOTH,TINTRST,DEBTOUT,LONGISSU,LONGRET,PCTTOTAL,PCTFTOT,PCTFCOMP,PCTSTOT,PCTSFORM,PCTLTOT,PCTLTAXP,PCTLOTHG,PCTLCHAR,PPCSTOT,PPSALWG,PPEMPBEN,PPITOTAL,PPISALWG,PPIEMBEN,PPSTOTAL,PPSPUPIL,PPSSTAFF,PPSGENAD,PPSSCHAD
2015,21101701630100,PRINCE GEORGES CO SCHS,24033,548,47900,2400510,127576,2113107,136341,28832,25111,53448,28950,1128845,534087,65527,36645,492586,847921,0,0,759998,0,0,19323,68600,2086668,1852969,1115515,465238,1084389,720375,291268,691599,98824,77143,16097,117703,381832,76981,151216,60159,22324,564990,93694,51407,100,6.5,1.4,53.4,25.3,40.1,36,0,0.9,14492,8744,3647,8500,5647,2283,5421,775,605,126,923
2015,21101801730100,QUEEN ANNES COUNTY SCHOOLS,24035,548,12580,2400540,7724,117721,5733,1185,1647,1057,1844,45957,21823,2220,3240,18674,66031,0,0,63742,0,0,1437,852,120411,97187,56996,24664,62150,41371,18366,32725,4621,4519,505,5643,17437,2312,20038,650,2536,13874,6609,5556,100,4.9,1,39,18.5,56.1,54.1,0,1.2,12579,7379,3193,8046,5356,2378,4237,598,585,65,731
2015,21101901830100,ST MARYS CO SCHS,24037,548,15680,2400600,17887,263763,17527,2522,3709,3513,7783,123660,63976,5162,6677,47845,122576,0,0,118209,0,0,3537,830,254409,218826,121637,58470,128559,82177,38567,82833,10311,14976,1447,15235,40864,7434,32198,2067,1318,42348,0,4023,100,6.6,1,46.9,24.3,46.5,44.8,0,1.3,12201,6800,3269,7187,4594,2156,4631,576,837,81,852
2015,21102001930100,SOMERSET CO SCHS,24039,N,41540,2400570,2938,44796,5464,1687,764,1587,1426,28853,12974,1701,1823,12355,10479,0,0,10155,0,0,105,219,47401,45085,25598,10778,25766,16552,7177,17343,2717,2879,865,3011,7871,1976,1999,28,289,8294,0,1343,100,12.2,3.8,64.4,29,23.4,22.7,0,0.2,15272,8713,3668,8770,5634,2443,5903,925,980,294,1025
2015,21102102030100,TALBOT CO SCHS,24041,548,20660,2400630,4630,60323,3939,1026,964,1135,814,16105,4423,850,1549,9283,40279,0,0,38952,0,0,632,695,58086,55695,32828,15662,35012,21754,11127,18462,2052,3558,397,3463,8992,2221,1326,52,1013,26477,0,2359,100,6.5,1.7,26.7,7.3,66.8,64.6,0,1,11962,7090,3383,7562,4698,2403,3987,443,768,86,748
2015,21102202130100,WASHINGTON CO SCHS,24043,548,25180,2400660,22327,323899,22502,6423,4894,7459,3726,190272,99274,8209,6933,75856,111125,0,0,106509,0,227,3118,1271,316665,293832,171553,74261,177309,115000,51828,104560,13454,16921,1459,19644,53082,11963,17587,3570,1676,52003,7144,3986,100,6.9,2,58.7,30.6,34.3,32.9,0.1,1,13159,7684,3326,7941,5151,2321,4683,603,758,65,880
2015,21102302230100,WICOMICO CO SCHOOLS,24045,N,41540,2400690,14545,210159,18456,5133,3245,5056,5022,138313,68579,7056,5041,57637,53390,0,0,51117,0,29,1414,830,220943,190909,109833,50605,117062,77086,34958,66314,12832,12079,7208,13796,20399,7533,25988,811,3235,83909,4235,7486,100,8.8,2.4,65.8,32.6,25.4,24.3,0,0.7,13108,7551,3479,8048,5300,2403,4559,882,830,496,949
2015,21102402330100,WORCESTER CO BOARD OF EDUCATION,24047,N,41540,2400720,6654,134168,8878,1590,1989,1690,3609,25992,6150,1671,2921,15250,99298,0,0,97877,0,0,676,745,134028,113098,65586,27916,73067,47183,20617,37129,4379,7141,487,7319,17803,2902,20874,56,0,0,0,0,100,6.6,1.2,19.4,4.6,74,73,0,0.5,16954,9857,4195,10981,7091,3098,5580,658,1073,73,1100
2015,21200400130100,BALTIMORE CITY SCHOOLS,24510,548,12580,2400090,84976,1417082,161177,56656,22185,40319,42017,980685,410660,73593,19168,477264,275220,0,0,264056,0,0,2659,8505,1419010,1344184,675311,322559,822104,450779,221412,477439,53064,66571,40547,98000,219257,44641,51959,17643,5224,127011,0,7409,100,11.4,4,69.2,29,19.4,18.6,0,0.2,15818,7947,3796,9675,5305,2606,5619,624,783,477,1153
2013,21100100130100,ALLEGANY COUNTY PUBLIC SCHOOLS,24001,N,19060,2400030,8929,128812,12623,2431,2695,2732,4765,84380,39698,6417,4456,33809,31809,0,0,29728,0,128,1303,650,132643,127827,72749,31059,80779,49808,21537,41267,5040,7195,2004,7765,19263,5781,4275,87,454,9255,8555,9180,100,9.8,1.9,65.5,30.8,24.7,23.1,0.1,1,14250,8147,3478,9047,5578,2412,4622,564,806,224,870
2013,21100200230100,ANNE ARUNDEL CO SCHS,24003,548,12580,2400060,77770,1125008,60765,10642,17500,12350,20273,398054,201138,23570,21337,152009,666189,0,0,652435,0,298,11444,2012,1159942,1009761,578304,270517,639364,399212,192498,345359,41245,51225,7868,75843,169178,25038,108212,21453,20516,487546,74900,38084,100,5.4,0.9,35.4,17.9,59.2,58,0,1,12980,7436,3478,8221,5133,2475,4441,530,659,101,975
2013,21100300330100,BALTIMORE COUNTY SCHOOLS,24005,548,12580,2400120,106927,1579381,96279,22849,24085,25954,23391,691632,337931,44861,27872,280968,791470,0,0,770522,0,3141,14038,3769,1562450,1412452,839012,395694,860662,548278,270618,511876,75980,61598,13165,109619,251514,39914,101770,36631,11597,401276,80245,21652,100,6.1,1.4,43.8,21.4,50.1,48.8,0.2,0.9,13207,7847,3701,8049,5128,2531,4787,711,576,123,1025
2013,21100500430100,CALVERT CO SCHS,24009,548,47900,2400150,16323,241560,9319,1393,3631,1537,2758,101743,59910,4517,5544,31772,130498,0,0,124516,0,0,2342,3640,234896,217858,133667,52406,136733,94291,38495,74237,10106,8462,1041,13556,41072,6888,13110,1980,1948,52284,3071,4711,100,3.9,0.6,42.1,24.8,54,51.5,0,1,13243,8189,3211,8377,5777,2358,4548,619,518,64,830
2013,21100600530100,CAROLINE CO SCHS,24011,N,N,2400180,5585,72790,6316,1072,1366,1910,1968,49994,24201,2648,2532,20613,16480,0,0,13206,0,0,734,2540,71047,66302,39448,16713,40240,26521,11726,22949,3537,3900,744,4116,10652,3113,2724,1490,531,14886,0,1412,100,8.7,1.5,68.7,33.2,22.6,18.1,0,1,11818,7063,2992,7205,4749,2100,4109,633,698,133,737
2013,21100700630100,CARROLL CO SCHS,24013,548,12580,2400210,26687,377348,14909,2388,6768,2457,3296,166739,103432,10680,9413,43214,195700,0,0,190183,0,105,4113,1299,368080,350377,198348,90936,218259,135209,65583,124994,17408,17654,1736,23409,64787,7124,12712,139,4852,114062,6281,8082,100,4,0.6,44.2,27.4,51.9,50.4,0,1.1,13119,7432,3408,8178,5066,2457,4684,652,662,65,877
2013,21100800730100,CECIL COUNTY PUBLIC SCHOOLS,24015,428,37980,2400240,15634,211038,13731,2720,3800,3476,3735,113497,62220,6997,4941,39339,83810,0,0,73122,0,0,2073,8615,208357,195209,117548,48024,121622,80136,34250,67155,9072,10306,1891,14887,30999,6432,7185,3368,2595,64912,717,5279,100,6.5,1.3,53.8,29.5,39.7,34.6,0,1,12460,7519,3072,7779,5126,2191,4295,580,659,121,952
2013,21100900830100,CHARLES CO SCHS,24017,548,47900,2400270,26644,411753,19056,2578,5736,5204,5538,195298,109211,8376,10076,67635,197399,0,0,187632,0,0,7312,2455,393920,348772,201540,79315,199043,137945,51661,135908,18884,16010,2040,21250,77724,13821,39163,3124,2861,68722,7480,11631,100,4.6,0.6,47.4,26.5,47.9,45.6,0,1.8,12996,7564,2977,7470,5177,1939,5101,709,601,77,798
2013,21101000930100,DORCHESTER CO SCHS,24019,548,15700,2400300,4718,67289,6809,1735,1115,1819,2140,37454,17917,802,2332,16403,23026,0,0,21774,0,0,584,668,65697,62173,34803,14729,37661,23723,10217,21946,2611,3935,464,4749,10187,2566,2623,35,866,22110,0,1742,100,10.1,2.6,55.7,26.6,34.2,32.4,0,0.9,13155,7377,3122,7982,5028,2166,4652,553,834,98,1007
2013,21101101030100,FREDERICK CO SCHOOLS,24021,548,47900,2400330,40456,619784,21894,3638,7939,0,10317,276534,157757,14025,11686,93066,321356,0,0,295544,0,0,6738,19074,562025,509040,305688,146376,321129,207905,104866,175992,24746,30711,2104,32657,85774,11919,35319,7669,9997,241782,53926,51018,100,3.5,0.6,44.6,25.5,51.8,47.7,0,1.1,12543,7556,3618,7938,5139,2592,4350,612,759,52,807
2013,21101201130100,GARRETT COUNTY SCHOOLS,24023,N,N,2400360,4004,58128,5512,1167,1071,1257,2017,25421,11209,1193,2859,10160,27195,0,0,26042,0,0,954,199,59787,57932,29664,14550,31653,20566,9787,23306,3120,2344,531,2556,14755,2973,998,857,0,0,0,0,100,9.5,2,43.7,19.3,46.8,44.8,0,1.6,14405,7409,3634,7905,5136,2444,5821,779,585,133,638
2013,21101301230100,HARFORD CO SCH,24025,548,12580,2400390,37868,563734,28177,4285,8847,6790,8255,252026,140759,18219,11988,81060,283531,0,0,261539,0,203,8047,13742,550318,484459,273271,136567,291309,187505,91180,177418,22169,19764,2168,30168,103149,15732,38990,14020,12849,287588,10518,16888,100,5,0.8,44.7,25,50.3,46.4,0,1.4,12780,7216,3606,7693,4952,2408,4685,585,522,57,797
2013,21101401330100,HOWARD COUNTY SCHOOLS,24027,548,12580,2400420,52053,934547,23580,2885,9900,4842,5953,307545,160525,12198,15549,119273,603422,0,0,589213,0,251,8304,5654,902049,781472,484762,186900,517199,355667,140564,245391,36640,36767,4450,55008,112526,18882,97914,6678,15985,441672,45002,23626,100,2.5,0.3,32.9,17.2,64.6,63,0,0.9,14884,9313,3591,9936,6833,2700,4714,704,706,85,1057
2013,21101501430100,KENT COUNTY SCHOOLS,24029,N,N,2400450,2130,33005,3085,647,626,800,1012,12039,4113,804,1513,5609,17881,0,0,17363,0,0,356,162,32856,32161,17537,7384,18382,11623,5183,12462,1829,1815,2782,2252,3784,1317,663,32,0,0,0,0,100,9.3,2,36.5,12.5,54.2,52.6,0,1.1,15061,8233,3467,8630,5457,2433,5851,859,852,1306,1057
2013,21101601530100,MONTGOMERY COUNTY SCHOOLS,24031,548,47900,2400480,148780,2764729,105027,20951,30081,29211,24784,799882,334984,50106,36101,378691,1859820,0,0,1822960,0,0,28430,8430,2499433,2246201,1414028,678143,1434428,940007,457961,759744,88949,166415,15373,155956,333051,52029,171346,36808,45078,1038899,149791,76910,100,3.8,0.8,28.9,12.1,67.3,65.9,0,1,15080,9504,4558,9641,6318,3078,5106,598,1119,103,1048
2013,21101701630100,PRINCE GEORGES CO SCHS,24033,548,47900,2400510,123737,2138117,141722,34793,25907,42789,38233,1064292,503735,58185,37200,465172,932103,0,0,879998,0,0,25634,26471,2006738,1747164,988429,455628,1003338,634401,286440,677477,80502,74811,14057,114229,393878,66349,189343,51969,18262,558506,239456,127494,100,6.6,1.6,49.8,23.6,43.6,41.2,0,1.2,14101,7988,3682,8109,5127,2315,5475,651,605,114,923
2013,21101801730100,QUEEN ANNES COUNTY SCHOOLS,24035,548,12580,2400540,7752,103409,5791,947,1836,952,2056,39150,21117,2215,3213,12605,58468,0,0,55920,0,0,1625,923,101425,90689,52960,22252,57075,38039,16535,31187,4476,4048,536,5419,16708,2427,7391,707,2638,18438,0,5426,100,5.6,0.9,37.9,20.4,56.5,54.1,0,1.6,11699,6832,2870,7363,4907,2133,4023,577,522,69,699
2013,21101901830100,ST MARYS CO SCHS,24037,548,15680,2400600,17453,225194,16419,2297,3471,3121,7530,109577,63311,5145,6538,34583,99198,0,0,94638,0,0,3792,768,225122,217618,121513,57011,128337,82133,37618,82053,9888,14212,1428,14907,41618,7228,4238,1611,1655,50010,0,4425,100,7.3,1,48.7,28.1,44.1,42,0,1.7,12441,6962,3267,7353,4706,2155,4701,567,814,82,854
2013,21102001930100,SOMERSET CO SCHS,24039,N,41540,2400570,2943,41580,5509,1568,776,1190,1975,26299,11995,1680,1766,10858,9772,0,0,9297,0,0,236,239,42014,40325,23635,9578,23161,15501,6530,15371,2301,2631,2590,2646,5203,1793,872,441,376,6770,0,897,100,13.2,3.8,63.2,28.8,23.5,22.4,0,0.6,13635,8031,3255,7870,5267,2219,5223,782,894,880,899
2013,21102102030100,TALBOT CO SCHS,24041,548,20660,2400630,4570,60183,3981,879,1091,956,1055,15930,4333,786,1527,9284,40272,0,0,39114,0,0,752,406,57938,54537,32565,14599,33384,21053,10186,18928,1876,4310,527,3023,9192,2225,2176,54,1171,31090,0,2191,100,6.6,1.5,26.5,7.2,66.9,65,0,1.2,11863,7126,3195,7305,4607,2229,4142,411,943,115,661
2013,21102202130100,WASHINGTON CO SCHS,24043,548,25180,2400660,22403,306909,21095,4247,4839,6355,5654,182837,94706,7742,6780,73609,102977,0,0,98047,0,234,3669,1027,304119,281750,163960,71242,169994,110084,50053,101077,12461,15819,1793,19614,51390,10679,18191,2682,1496,45322,3195,4194,100,6.9,1.4,59.6,30.9,33.6,31.9,0.1,1.2,12576,7319,3180,7588,4914,2234,4512,556,706,80,876
2013,21102302230100,WICOMICO CO SCHOOLS,24045,N,41540,2400690,14489,208896,20508,4443,3279,4750,8036,136649,65492,6716,5352,59089,51739,0,0,49395,0,77,1595,672,204877,188069,110529,47895,110814,74088,32685,69827,12149,12180,891,12823,31784,7428,12912,894,3002,79009,12500,7220,100,9.8,2.1,65.4,31.4,24.8,23.6,0,0.8,12962,7628,3306,7648,5113,2256,4819,838,841,61,885
2013,21102402330100,WORCESTER CO BOARD OF EDUCATION,24047,N,41540,2400720,6650,109252,7491,1233,1478,1645,3135,26282,6329,1563,2883,15507,75479,0,0,74454,0,0,790,235,111927,107380,63922,26112,67983,45850,18503,36559,4044,6661,424,6941,18489,2838,1833,81,2633,30274,0,0,100,6.9,1.1,24.1,5.8,69.1,68.1,0,0.7,16101,9612,3927,10223,6895,2782,5498,608,1002,64,1044
2013,21200400130100,BALTIMORE CITY SCHOOLS,24510,548,12580,2400090,84747,1432281,178834,62103,26897,37902,51932,980398,442219,19336,18540,500303,273049,0,0,260145,0,0,3553,9351,1426977,1275435,680934,306765,760541,455024,193652,471471,51017,71913,39282,108419,200840,43423,81626,63680,6236,140515,0,5825,100,12.5,4.3,68.5,30.9,19.1,18.2,0,0.2,15050,8035,3620,8974,5369,2285,5563,602,849,464,1279
2014,21100100130100,ALLEGANY COUNTY PUBLIC SCHOOLS,24001,N,19060,2400030,8872,131424,13893,2624,2606,2893,5770,85584,40040,6809,4488,34247,31947,0,0,29894,0,77,1204,772,133711,127837,71411,32175,80788,48622,22146,41337,5126,6991,661,7542,21017,5712,5529,74,271,8370,0,885,100,10.6,2,65.1,30.5,24.3,22.7,0.1,0.9,14341,8049,3627,9106,5480,2496,4659,578,788,75,850
2014,21100200230100,ANNE ARUNDEL CO SCHS,24003,548,12580,2400060,78489,1173577,58665,10183,17823,13825,16834,433397,208349,25950,21681,177417,681515,0,0,667545,0,144,11110,2716,1201577,1033913,596268,271753,650468,412083,192250,357302,42084,52007,6699,77466,179046,26143,121903,23608,22153,526538,79081,40090,100,5,0.9,36.9,17.8,58.1,56.9,0,0.9,13167,7597,3462,8287,5250,2449,4552,536,663,85,987
2014,21100300330100,BALTIMORE COUNTY SCHOOLS,24005,548,12580,2400120,108191,1622912,93314,24340,24055,27184,17735,693631,350450,47311,28455,267415,835967,0,0,814836,0,3060,13478,4593,1596266,1443417,846975,402772,879352,554522,275015,523094,76949,60137,11334,111451,263223,40971,102756,37372,12721,428013,55621,28884,100,5.7,1.5,42.7,21.6,51.5,50.2,0.2,0.8,13338,7829,3723,8128,5125,2542,4835,711,556,105,1030
2014,21100500430100,CALVERT CO SCHS,24009,548,47900,2400150,16221,244825,11649,1322,3192,1647,5488,100807,59438,4449,5527,31393,132369,0,0,125954,0,0,2497,3918,237267,222159,134872,54324,139237,95356,40038,75701,10098,7964,1657,13524,42458,7221,11325,1908,1875,46890,414,5808,100,4.8,0.5,41.2,24.3,54.1,51.4,0,1,13578,8315,3349,8584,5879,2468,4667,623,491,102,834
2014,21100600530100,CAROLINE CO SCHS,24011,N,N,2400180,5545,76129,7127,1453,1411,2077,2186,52230,24690,2574,2525,22441,16772,0,0,13416,0,0,716,2640,90181,68758,40797,17236,41548,27280,11951,23982,3679,4092,888,4412,10911,3228,19269,1650,504,13454,0,1432,100,9.4,1.9,68.6,32.4,22,17.6,0,0.9,12344,7357,3108,7493,4920,2155,4325,663,738,160,796
2014,21100700630100,CARROLL CO SCHS,24013,548,12580,2400210,26331,379049,14291,2278,5617,2498,3898,166455,100669,10308,9382,46096,198303,0,0,193251,0,90,3891,1071,373491,349281,198926,92757,218070,135172,66558,124771,18209,17266,1541,24107,63648,6440,19316,184,4710,106885,1852,9029,100,3.8,0.6,43.9,26.6,52.3,51,0,1,13255,7555,3523,8282,5134,2528,4739,692,656,59,916
2014,21100800730100,CECIL COUNTY PUBLIC SCHOOLS,24015,428,37980,2400240,15824,214985,14232,2711,3594,3751,4176,112482,62005,7215,4944,38318,88271,0,0,77614,0,0,2052,8605,213373,199606,118708,51412,124949,81221,36679,68329,9802,9946,1641,15321,31619,6328,8298,2965,2504,73914,14325,5323,100,6.6,1.3,52.3,28.8,41.1,36.1,0,1,12599,7502,3249,7896,5133,2318,4318,619,629,104,968
2014,21100900830100,CHARLES CO SCHS,24017,548,47900,2400270,26455,417524,18105,3358,5374,5519,3854,191809,109174,8195,10130,64310,207610,0,0,199369,0,0,6712,1529,415881,361227,202026,85240,206263,138986,53029,141175,22853,16018,1415,21306,79583,13789,49197,2790,2667,56329,0,12393,100,4.3,0.8,45.9,26.1,49.7,47.8,0,1.6,13556,7637,3222,7797,5254,2004,5336,864,605,53,805
2014,21101000930100,DORCHESTER CO SCHS,24019,548,15700,2400300,4766,69051,6456,1964,1151,1855,1486,40159,18643,763,2347,18406,22436,0,0,21042,0,0,536,858,67484,63681,34927,15747,37818,23179,10756,23299,2741,4542,485,4961,10570,2564,2994,48,761,20312,0,1798,100,9.3,2.8,58.2,27,32.5,30.5,0,0.8,13340,7328,3304,7935,4863,2257,4889,575,953,102,1041
2014,21101101030100,FREDERICK CO SCHOOLS,24021,548,47900,2400330,40648,613079,18658,3889,7569,0,7200,280757,162413,14159,11725,92460,313664,0,0,284754,0,0,6350,22560,591215,522196,315096,144520,327061,214702,102581,183616,25783,32531,1756,33253,90293,11519,51559,7989,9471,222558,0,19224,100,3,0.6,45.8,26.5,51.2,46.4,0,1,12821,7752,3555,8046,5282,2524,4517,634,800,43,818
2014,21101201130100,GARRETT COUNTY SCHOOLS,24023,N,N,2400360,3886,56271,4505,1356,1066,1253,830,24262,9947,1054,2867,10394,27504,0,0,26213,0,0,882,409,57093,55474,29605,14591,31675,20570,9575,20823,3038,2299,497,2660,12329,2976,1056,563,0,0,0,0,100,8,2.4,43.1,17.7,48.9,46.6,0,1.6,14209,7618,3755,8151,5293,2464,5358,782,592,128,685
2014,21101301230100,HARFORD CO SCH,24025,548,12580,2400390,37842,551778,28966,5322,8453,7011,8180,243838,137168,18664,12031,75975,278974,0,0,259852,0,206,7986,10930,538611,478463,265589,138999,285275,181711,91450,177445,22018,19173,1766,29974,104514,15743,31908,15601,12639,273915,3860,17533,100,5.2,1,44.2,24.9,50.6,47.1,0,1.4,12630,7018,3673,7539,4802,2417,4689,582,507,47,792
2014,21101401330100,HOWARD COUNTY SCHOOLS,24027,548,12580,2400420,52806,941940,23233,4421,9361,5198,4253,303202,160402,11778,15642,115380,615505,0,0,601934,0,194,7754,5623,922802,818087,493655,204803,548106,362790,153535,250239,38470,37677,4669,56482,112941,19742,87430,714,16571,457807,60182,44047,100,2.5,0.5,32.2,17,65.3,63.9,0,0.8,15358,9348,3878,10380,6870,2908,4739,729,713,88,1070
2014,21101501430100,KENT COUNTY SCHOOLS,24029,N,N,2400450,2117,32048,2147,760,546,0,841,12018,3814,791,1509,5904,17883,0,0,17251,0,0,362,270,32172,30781,15703,7313,18164,10929,5207,11381,1903,1599,2067,1991,3821,1236,793,598,0,0,0,0,100,6.7,2.4,37.5,11.9,55.8,53.8,0,1.1,14506,7418,3454,8580,5162,2460,5376,899,755,976,940
2014,21101601530100,MONTGOMERY COUNTY SCHOOLS,24031,548,47900,2400480,151295,2839428,112970,25164,30203,31641,25962,802058,339420,52485,36986,373167,1924400,0,0,1888537,0,0,26607,9256,2675677,2299796,1460591,683959,1476663,978198,463072,769151,89910,167093,10956,157218,343974,53982,288500,41719,45662,1044497,92095,86497,100,4,0.9,28.2,12,67.8,66.5,0,0.9,15181,9654,4521,9760,6466,3061,5084,594,1104,72,1039
2014,21101701630100,PRINCE GEORGES CO SCHS,24033,548,47900,2400510,125136,2031990,137340,31642,24875,47093,33730,1066361,515305,62977,37367,450712,828289,0,0,748892,0,0,23740,55657,1977880,1754043,1038321,453902,1027634,670291,285847,654697,84592,73636,12361,112939,371169,71712,146228,55762,21847,522703,0,35803,100,6.8,1.6,52.5,25.4,40.8,36.9,0,1.2,13994,8298,3627,8212,5357,2284,5232,676,588,99,903
2014,21101801730100,QUEEN ANNES COUNTY SCHOOLS,24035,548,12580,2400540,7716,101549,5556,1220,1567,978,1791,42342,21375,2236,3205,15526,53651,0,0,51012,0,3,1513,1123,100429,90211,51678,23852,58862,39217,17682,29097,4575,4005,3785,5556,11176,2252,7100,619,2499,12821,0,5617,100,5.5,1.2,41.7,21,52.8,50.2,0,1.5,11691,6698,3091,7629,5083,2292,3771,593,519,491,720
2014,21101901830100,ST MARYS CO SCHS,24037,548,15680,2400600,17841,239310,16602,2341,3884,3302,7075,117787,62656,4911,6554,43666,104921,0,0,100150,0,0,3776,995,241107,223015,123593,60608,130472,83407,39444,84994,10405,15699,1502,15337,42051,7549,14874,1674,1544,46370,287,3927,100,6.9,1,49.2,26.2,43.8,41.8,0,1.6,12463,6927,3397,7313,4675,2211,4764,583,880,84,860
2014,21102001930100,SOMERSET CO SCHS,24039,N,41540,2400570,2945,44879,4957,1508,764,1237,1448,29852,12913,1276,1792,13871,10070,0,0,9740,0,0,203,127,44171,42496,23906,10590,24497,15514,7148,16161,2470,2640,805,3045,7201,1838,1352,0,323,9637,4075,1208,100,11,3.4,66.5,28.8,22.4,21.7,0,0.5,14359,8117,3596,8318,5268,2427,5488,839,896,273,1034
